JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2794,,,,,,99,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2794,1.0,,,,,,,,,,Freight,10E200870,Freight costs,,,,977410.0,88855.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,977410.0,0.0,O,Exempt,,,,,,
2794,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2794,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2795,,,,,,100,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2795,1.0,,,,,,,,,,Membership Fee,10E200140,Welfare expenses,,,,6000.0,545.0,S10,Standard 10%,10A100020,Cash and deposits,,,,6000.0,0.0,O,Exempt,,,,,,
2795,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2795,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2796,,,,,,110,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2796,1.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2360032.0,0.0,O,Exempt,10D100100,Gross sales,,,,2360032.0,214548.0,S10,Standard 10%,,,,,,
2796,1.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2796,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2796,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
2796,2.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2708884.0,0.0,O,Exempt,10D100100,Gross sales,,,,2708884.0,246262.0,S10,Standard 10%,,,,,,
2796,2.0,,1.0,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2796,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2796,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
2796,3.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1825556.0,0.0,O,Exempt,10D100100,Gross sales,,,,1825556.0,165959.0,S10,Standard 10%,,,,,,
2796,3.0,,1.0,,,,,,,,,,,5,"ABC Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2796,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2796,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
2797,,,,,,111,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2797,1.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2358524.0,0.0,O,Exempt,10D100100,Gross sales,,,,2358524.0,214411.0,S10,Standard 10%,,,,,,
2797,1.0,,1.0,,,,,,,,,,,30,"YAG Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,2.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,8251179.0,0.0,O,Exempt,10D100100,Gross sales,,,,8251179.0,750107.0,S10,Standard 10%,,,,,,
2797,2.0,,1.0,,,,,,,,,,,2,Imai Department Store,sub-account,,,,,,,,,,,,,,,,,,,
2797,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,3.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,3907856.0,0.0,O,Exempt,10D100100,Gross sales,,,,3907856.0,355259.0,S10,Standard 10%,,,,,,
2797,3.0,,1.0,,,,,,,,,,,24,"Hatakeyama Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,4.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1407648.0,0.0,O,Exempt,10D100100,Gross sales,,,,1407648.0,127968.0,S10,Standard 10%,,,,,,
2797,4.0,,1.0,,,,,,,,,,,10,Aim Trading LLC,sub-account,,,,,,,,,,,,,,,,,,,
2797,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,5.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2699820.0,0.0,O,Exempt,10D100100,Gross sales,,,,2699820.0,245438.0,S10,Standard 10%,,,,,,
2797,5.0,,1.0,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,6.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2901201.0,0.0,O,Exempt,10D100100,Gross sales,,,,2901201.0,263745.0,S10,Standard 10%,,,,,,
2797,6.0,,1.0,,,,,,,,,,,12,Momiji Department Store,sub-account,,,,,,,,,,,,,,,,,,,
2797,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,7.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1581860.0,0.0,O,Exempt,10D100100,Gross sales,,,,1581860.0,143805.0,S10,Standard 10%,,,,,,
2797,7.0,,1.0,,,,,,,,,,,11,"Saito Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,8.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2940652.0,0.0,O,Exempt,10D100100,Gross sales,,,,2940652.0,267332.0,S10,Standard 10%,,,,,,
2797,8.0,,1.0,,,,,,,,,,,13,"Abe Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2797,9.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1690176.0,0.0,O,Exempt,10D100100,Gross sales,,,,1690176.0,153652.0,S10,Standard 10%,,,,,,
2797,9.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2797,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2797,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2798,,,,,,112,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2798,1.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2097864.0,0.0,O,Exempt,10D100100,Gross sales,,,,2097864.0,190714.0,S10,Standard 10%,,,,,,
2798,1.0,,1.0,,,,,,,,,,,19,"Minami Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2798,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2798,2.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1433744.0,0.0,O,Exempt,10D100100,Gross sales,,,,1433744.0,130340.0,S10,Standard 10%,,,,,,
2798,2.0,,1.0,,,,,,,,,,,21,Takada LLC,sub-account,,,,,,,,,,,,,,,,,,,
2798,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2798,3.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1331520.0,0.0,O,Exempt,10D100100,Gross sales,,,,1331520.0,121047.0,S10,Standard 10%,,,,,,
2798,3.0,,1.0,,,,,,,,,,,27,"Iwashita Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2798,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2798,4.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,871860.0,0.0,O,Exempt,10D100100,Gross sales,,,,871860.0,79260.0,S10,Standard 10%,,,,,,
2798,4.0,,1.0,,,,,,,,,,,6,"Entry Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2798,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2798,5.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,758914.0,0.0,O,Exempt,10D100100,Gross sales,,,,758914.0,68992.0,S10,Standard 10%,,,,,,
2798,5.0,,1.0,,,,,,,,,,,7,"Comprehensive Management Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2798,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2798,6.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2055400.0,0.0,O,Exempt,10D100100,Gross sales,,,,2055400.0,186854.0,S10,Standard 10%,,,,,,
2798,6.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2798,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2798,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2799,,,,,,113,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2799,1.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,3647192.0,0.0,O,Exempt,10D100100,Gross sales,,,,3647192.0,331562.0,S10,Standard 10%,,,,,,
2799,1.0,,1.0,,,,,,,,,,,4,Mark Market,sub-account,,,,,,,,,,,,,,,,,,,
2799,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,2.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,3304738.0,0.0,O,Exempt,10D100100,Gross sales,,,,3304738.0,300430.0,S10,Standard 10%,,,,,,
2799,2.0,,1.0,,,,,,,,,,,9,"Takahashi Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,3.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1403080.0,0.0,O,Exempt,10D100100,Gross sales,,,,1403080.0,127552.0,S10,Standard 10%,,,,,,
2799,3.0,,1.0,,,,,,,,,,,20,"Kujou Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,4.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,4383630.0,0.0,O,Exempt,10D100100,Gross sales,,,,4383630.0,398511.0,S10,Standard 10%,,,,,,
2799,4.0,,1.0,,,,,,,,,,,28,Kameda Department Store,sub-account,,,,,,,,,,,,,,,,,,,
2799,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,5.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,3056284.0,0.0,O,Exempt,10D100100,Gross sales,,,,3056284.0,277844.0,S10,Standard 10%,,,,,,
2799,5.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,6.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,919254.0,0.0,O,Exempt,10D100100,Gross sales,,,,919254.0,83568.0,S10,Standard 10%,,,,,,
2799,6.0,,1.0,,,,,,,,,,,3,"Check Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,7.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,754741.0,0.0,O,Exempt,10D100100,Gross sales,,,,754741.0,68612.0,S10,Standard 10%,,,,,,
2799,7.0,,1.0,,,,,,,,,,,8,"Tower Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2799,8.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1008640.0,0.0,O,Exempt,10D100100,Gross sales,,,,1008640.0,91694.0,S10,Standard 10%,,,,,,
2799,8.0,,1.0,,,,,,,,,,,23,"Kamata Shoten Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2799,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2799,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2800,,,,,,114,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,5724549.0,0.0,O,Exempt,10D100100,Gross sales,,,,5724549.0,520413.0,S10,Standard 10%,,,,,,
2800,1.0,,1.0,,,,,,,,,,,1,"Goketsu Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2800,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2800,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department
2800,2.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2722880.0,0.0,O,Exempt,10D100100,Gross sales,,,,2722880.0,247534.0,S10,Standard 10%,,,,,,
2800,2.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2800,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2800,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department
2800,3.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,2617248.0,0.0,O,Exempt,10D100100,Gross sales,,,,2617248.0,237931.0,S10,Standard 10%,,,,,,
2800,3.0,,1.0,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2800,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2800,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department
2800,4.0,,,,,,,,,,Sales for the period from March 1th to March 31th,10A100090,Accounts receivable - trade,,,,1721354.0,0.0,O,Exempt,10D100100,Gross sales,,,,1721354.0,156486.0,S10,Standard 10%,,,,,,
2800,4.0,,1.0,,,,,,,,,,,29,"Chiyo Service Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2800,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2800,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department
2801,,,,,,115,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2801,1.0,,,,,,,,,,March 31th Slip No. 478 Mark Market,10A100020,Cash and deposits,,,,1353912.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,1353912.0,0.0,O,Exempt,,,,,,
2801,1.0,,1.0,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,,
2801,1.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Mark Market,sub-account,,,,,,,,,,
2801,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2801,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2801,2.0,,,,,,,,,,March 31th Slip No. 478 Mark Market,10E200690,Commission expenses,,,,840.0,76.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,840.0,0.0,O,Exempt,,,,,,
2801,2.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Mark Market,sub-account,,,,,,,,,,
2801,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2801,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2801,3.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,64500.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,64500.0,0.0,O,Exempt,,,,,,
2801,3.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2801,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2801,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2802,,,,,,116,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2802,1.0,,,,,,,,,,"March 31th Slip No. 479 ABC Co., Ltd.",10A100020,Cash and deposits,,,,1462959.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,1462959.0,0.0,O,Exempt,,,,,,
2802,1.0,,1.0,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,,,,,,,,,,
2802,1.0,,,,1.0,,,,,,,,,,,,,,,,,,5,"ABC Co., Ltd.",sub-account,,,,,,,,,,
2802,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2802,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2802,2.0,,,,,,,,,,"March 31th Slip No. 479 ABC Co., Ltd.",10E200690,Commission expenses,,,,840.0,76.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,840.0,0.0,O,Exempt,,,,,,
2802,2.0,,,,1.0,,,,,,,,,,,,,,,,,,5,"ABC Co., Ltd.",sub-account,,,,,,,,,,
2802,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2802,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2802,3.0,,,,,,,,,,Lease Payments,10E200730,Rent expenses on land and buildings,,,,84000.0,7636.0,S10,Standard 10%,10A100020,Cash and deposits,,,,84000.0,0.0,O,Exempt,,,,,,
2802,3.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2802,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2802,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2803,,,,,,117,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2803,1.0,,,,,,,,,,March 31th Slip No. 480 Aim Trading LLC,10A100020,Cash and deposits,,,,528830.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,528830.0,0.0,O,Exempt,,,,,,
2803,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Aim Trading LLC,sub-account,,,,,,,,,,
2803,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2803,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2804,,,,,,118,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1.0,,,,,,,,,,March 31th Slip No. 481 Momiji Department Store,10A100060,Notes receivable - trade,,,,7794519.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,7794519.0,0.0,O,Exempt,,,,,,
2804,1.0,,,,1.0,,,,,,,,,,,,,,,,,,12,Momiji Department Store,sub-account,,,,,,,,,,
2804,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2804,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2805,,,,,,119,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2805,1.0,,,,,,,,,,"March 31th Slip No. 482 Hatakeyama Trading Co., Ltd.",10A100020,Cash and deposits,,,,237321.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,237321.0,0.0,O,Exempt,,,,,,
2805,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2805,1.0,,,,1.0,,,,,,,,,,,,,,,,,,24,"Hatakeyama Trading Co., Ltd.",sub-account,,,,,,,,,,
2805,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2805,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2805,2.0,,,,,,,,,,"March 31th Slip No. 482 Hatakeyama Trading Co., Ltd.",10E200690,Commission expenses,,,,630.0,57.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,630.0,0.0,O,Exempt,,,,,,
2805,2.0,,,,1.0,,,,,,,,,,,,,,,,,,24,"Hatakeyama Trading Co., Ltd.",sub-account,,,,,,,,,,
2805,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2805,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2806,,,,,,120,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2806,1.0,,,,,,,,,,"March 31th Slip No. 483 Chiyo Service Co., Ltd.",10A100020,Cash and deposits,,,,510110.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,510110.0,0.0,O,Exempt,,,,,,
2806,1.0,,1.0,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,,
2806,1.0,,,,1.0,,,,,,,,,,,,,,,,,,29,"Chiyo Service Co., Ltd.",sub-account,,,,,,,,,,
2806,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2806,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2806,2.0,,,,,,,,,,"March 31th Slip No. 483 Chiyo Service Co., Ltd.",10E200690,Commission expenses,,,,210.0,19.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,210.0,0.0,O,Exempt,,,,,,
2806,2.0,,,,1.0,,,,,,,,,,,,,,,,,,29,"Chiyo Service Co., Ltd.",sub-account,,,,,,,,,,
2806,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2806,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2807,,,,,,121,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2807,1.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,102816.0,9346.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,102816.0,0.0,O,Exempt,,,,,,
2807,1.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2807,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2807,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2807,2.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,161481.0,14680.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,161481.0,0.0,O,Exempt,,,,,,
2807,2.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2807,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2807,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,,,,,,122,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2808,1.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,1604983.0,145907.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1604983.0,0.0,O,Exempt,,,,,,
